"_id","comment_num","content","crawl_time","created_at","image_url","like_num","origin_weibo","repost_num","user_id","video_url","weibo_url"
"IwqHFikIJ","14","我们的院士制度就是个笑话，它配不上屠呦呦先生。 《非常遗憾，屠呦呦再次落选院士！诺贝尔奖却配不上院士？》屠呦呦是世界顶级女科学家，于2011年9月，发现青蒿素，有效降低疟疾病患者的死亡率，拯救了世界上数百万人的性命。http://t.cn/A67cSb0s","1609906643","2020-02-29 13:08:54    ","http://wx4.sinaimg.cn/wap180/74b580cbly1gcd6x4t3w3j20hs0b6wfa.jpg","35",,"17","1958052043",,"https://weibo.com/1958052043/IwqHFikIJ"
"IwzPSDkEK","12","#辽宁新增1例新冠肺炎#新增丹东1例，据说是国外回来的[汗]","1609906643","2020-03-01 12:23:52    ",,"7",,"2","5498443172",,"https://weibo.com/5498443172/IwzPSDkEK"
"IwIu1opfC","0","test 009","1609906645","2020-03-02 10:24:43    ",,"0",,"0","5058035919",,"https://weibo.com/5058035919/IwIu1opfC"
"IwFJ6dsuQ","1015","【华春莹:那些#背叛祖国的明星禁止使用中国护照#】加入外国国籍的中国明星，请不要再来中国赚钱了哦，有新规，加入外国国籍，自动放弃中国国籍，吴亦凡，刘亦菲，李连杰等在列。#博爱精神##肖战工作室道歉# 赵林-甘露公益的微博视频梳真实 #吴亦凡# #刘亦菲# #李连杰#（视频来源搜狐网络：孤舟说笠翁）","1609906646","2020-03-02 03:23:38    ",,"6214",,"567","1074273855","[ ""https://m.weibo.cn/s/video/show?object_id=1034:4477868844187656&fromWap=1"" ]","https://weibo.com/1074273855/IwFJ6dsuQ"
"IwQPFpifN","50","""我不是中国人""，华人女子获美国绿卡，慷慨对美捐赠20万只口罩   ""我已经获得美国绿卡，即将加入美国国籍，现在已经不是中国人""，短短的一句话在海外社交网站引起了巨大轰动。据海外媒体整理，这段话是一名来自中国宁波的女子。为了快速加入美国国籍，该女子以个人名义在中国采购了20万只口罩捐赠给美国国土安全部抵抗疫情。  为了获得美国绿卡，加入美国国籍，这名女子除了捐赠口罩之外，还从日本采购了3台医疗设备，献给了美国陆军野战医院，用于疑似感染的美军士兵治疗。保守估计，该女子现如今已经给美国捐赠了超过300万美元的物资，而这一切，仅仅是为了加速获得美国国籍。 【来源   兵戎要志】","1609906646","2020-03-03 07:40:01    ","http://wx1.sinaimg.cn/wap180/006NlCzfgy1gcehabmvo1j30go09qmxo.jpg","91",,"4","6469925944",,"https://weibo.com/6469925944/IwQPFpifN"
"IwQTPo5BZ","0","【重大消息】 上海市政府会议精神， 3月16日居民出行正常化， 17日公交正常化， 18日逐步企业生产和市场经营正常化， 22日重点场所正常化， 25日机场、高速、动车、国道正常化。 马上解放了！ 绿洲","1609906647","2020-03-03 07:50:17    ","http://wx3.sinaimg.cn/wap180/70ed4f9bgy3gcgel287nxj20v80v8az5.jpg","2",,"0","1894600603",,"https://weibo.com/1894600603/IwQTPo5BZ"
"IwDO0oeOm","0","""我不是中国人""，华人女子获美国绿卡，慷慨对美捐赠20万只口罩   ""我已经获得美国绿卡，即将加入美国国籍，现在已经不是中国人""，短短的一句话在海外社交网站引起了巨大轰动。据海外媒体整理，这段话是一名来自中国宁波的女子。为了快速加入美国国籍，该女子以个人名义在中国采购了20万只口罩捐赠给美国国土安全部抵抗疫情。  为了获得美国绿卡，加入美国国籍，这名女子除了捐赠口罩之外，还从日本采购了3台医疗设备，献给了美国陆军野战医院，用于疑似感染的美军士兵治疗。保守估计，该女子现如今已经给美国捐赠了超过300万美元的物资，而这一切，仅仅是为了加速获得美国国籍。  当然，自获得美国绿卡的那一刻起，该女子就已经""自动放弃""了中国国籍。中国政府早前就已经宣布不接受所谓的""双国籍""或者""多国籍""，任何中国公民在获得海外国籍的那刻起，户籍系统就会将其移除档案。  但是，如果这名宁波女子被美国移民局驳回的话，那就意味着她将成为""无国籍""人士。汤姆汉克斯曾主演过一部电影，讲诉的就是""无国籍""人士在美国机场被滞留9个月的故事。不过，如果电影剧情在该女子身上上演的话，那待遇就不会是如此。  按照特朗普颁布的最新移民政策，这类""黑籍""不得在美国滞留。为此，该女子已经和一名来自西雅图贫民区的非裔男子结婚，以防美国移民局驳斥申请后，仍然可以通过其它手段在美国立足。只是不确定的是，该女子与非裔男子的婚姻关系，是否合法。【来源   兵戎要志】","1609906648","2020-03-01 22:30:14    ","http://wx2.sinaimg.cn/wap180/ece3becdly1gcess0ixw8j20go09q0tm.jpg","0",,"0","3974348493",,"https://weibo.com/3974348493/IwDO0oeOm"
"IvhdX2yXw","0","#新型冠状病毒# 12家复工企业，15人确诊，18人传染，五百多人被隔离[二哈] 近期全国陆续复工，据不完全统计，复工后发生的聚集性疫情12起共15人确诊，18人传染，514人以上被隔离 。包含内蒙古赤峰一发电厂、山西一发电厂。","1609906648","2020-02-21 23:10:40    ","http://wx1.sinaimg.cn/wap180/96496a30gy1gc4fbs9no5j20cf0cfgnk.jpg","0",,"0","2521393712",,"https://weibo.com/2521393712/IvhdX2yXw"
"IwSih1mRV","0","测试 3月4 005","1609906649","2020-03-03 11:23:15    ",,"0",,"0","5057338389",,"https://weibo.com/5057338389/IwSih1mRV"
"IwUL5lQ7Y","0","测试 3月4 014","1609906650","2020-03-03 17:39:44    ",,"0",,"0","5057338389",,"https://weibo.com/5057338389/IwUL5lQ7Y"
"IvkWla46R","0","近期全国陆续复工，据不完全统计，复工后发生的聚集性疫情12起共15人确诊，18人传染，514人以上被隔离 。包含内蒙古赤峰一发电厂、山西一发电厂。详情如下：[泪][泪][泪][伤心][伤心][伤心]@吴国阜律师 @李扭传 @陈洲律师 杭州·彭埠","1609906651","2020-02-22 08:38:16    ","http://wx4.sinaimg.cn/wap180/007N9wdHly1gc4vquze8lj30hs0gr0ts.jpg","2",,"0","7139239097",,"https://weibo.com/7139239097/IvkWla46R"
"IvqA7yB5t","3","【疫情当前，大意不得：全国已有12起复工后聚集性疫情发生】近期全国陆续复工，据不完全统计，复工后发生的聚集性疫情12起共15人确诊，18人传染，514人以上被隔离 。包含内蒙古赤峰一发电厂、山西一发电厂、北京当当网 重庆","1609906651","2020-02-22 23:00:01    ","http://wx2.sinaimg.cn/wap180/b5c71d93ly1gc5koi07orj20hs0gracg.jpg","4",,"2","3049725331",,"https://weibo.com/3049725331/IvqA7yB5t"
"IvvHMpjMa","1","#关注新型肺炎# 【复工仍需自我保护】据不完全统计，复工后发生的聚集性疫情12起共15人确诊，18人传染，514人以上被隔离 。包含内蒙古赤峰一发电厂、山西一发电厂。 #如果再不复工# 就有人出现心理疾病，还有更多人发生财务危机，更多公司面临破产的可能！然而要因复工被人传染病毒，那就有些得不偿失，无论怎样生命健康才是最重要的！","1609906652","2020-02-23 12:02:36    ","http://wx4.sinaimg.cn/wap180/50c6aaacly1gc67apx5ruj20hs0grwef.jpg","2",,"0","1355197100",,"https://weibo.com/1355197100/IvvHMpjMa"
"IvvRb7JUp","0","#复工#【警惕！全国已有12起复工后聚集性疫情发生，500多人被隔离】近期全国陆续复工，据不完全统计，复工后发生的聚集性疫情12起共15人确诊，18人传染，514人以上被隔离 。包含内蒙古赤峰一发电厂、山西一发电厂。详情如下：","1609906652","2020-02-23 12:25:46    ","http://wx4.sinaimg.cn/wap180/c0bc6f4aly1gc67vi8530j20hs0gr74q.jpg","2",,"1","3233574730",,"https://weibo.com/3233574730/IvvRb7JUp"
"IvDdteU5s","0","【警惕！全国已有12起复工后聚集性疫情发生，500多人被隔离】  近期全国陆续复工，据不完全统计，复工后发生的聚集性疫情12起共15人确诊，18人传染，514人以上被隔离 。包含内蒙古赤峰一发电厂、山西一发电厂。 孝感·孝昌县","1609906654","2020-02-24 07:09:55    ",,"0",,"0","7390412436",,"https://weibo.com/7390412436/IvDdteU5s"
"Ivw9zqfkm","0","“二月二”要来了，明天就是“龙抬头”之日，还能去理发店吗？官方：建议别出门，北京须预约。 北京                                 原文转发[1]    原文评论[1]        转发理由:    【警惕！不宜开工！！全国已有12起复工后聚集性疫情发生，500多人被隔】离近期全国陆续复工，据不完全统计，复工后发生的聚集性疫情12起共15人确诊，18人传染，514人以上被隔离 。包含内蒙古赤峰一发电厂、山西一发电厂。#新型冠状病毒# #全国确诊新型肺炎病例#   查看图片","1609906654","2020-02-23 13:11:04    ","http://wx1.sinaimg.cn/wap180/600bf06ely1gc65iohoyxj21jk0rs0y4.jpg","0","IvvjBow9w","0","1611395182",,"https://weibo.com/1611395182/Ivw9zqfkm"
"IvwFRobHt","4","#复工复产需谨慎# 全国已有12起复工后聚集性疫情发生，15人确诊，18人传染，500多人隔离。 近期全国陆续复工，据不完全统计，复工后发生的聚集性疫情12起共15人确诊，18人传染，514人以上被隔离 。包含内蒙古赤峰一发电厂、山西一发电厂。详情如下：","1609906655","2020-02-23 14:30:38    ","http://wx4.sinaimg.cn/wap180/006GrHuEly1gc6bk5oa4hj30hs0gr3z0.jpg","1",,"0","6124005152",,"https://weibo.com/6124005152/IvwFRobHt"
"IvwtlqTTT","0","最新：全国发生12起复工聚集性疫情，15人确诊，500多人隔离！[汗][汗][汗]         近期全国陆续复工，据不完全统计，复工后发生的聚集性疫情12起共15人确诊，18人传染，514人以上被隔离 。包含内蒙古赤峰一发电厂、山西一发电厂。         疫情正在肆虐，复工务必谨慎！🙏🙏🙏","1609906655","2020-02-23 13:59:48    ","http://wx4.sinaimg.cn/wap180/5430469fly1gc6aomla4aj20hs0grwef.jpg","0",,"0","1412449951",,"https://weibo.com/1412449951/IvwtlqTTT"
"IwDOzhj1E","1","【视频：“我不是中国人”，华人女子获美国绿卡，慷慨对美捐赠20万只口罩】（分享@爱奇艺）哦——好有钱啊，想不明白，为什么会这样？？？？ “我不是中国人”，华人女子获美国绿卡，慷慨对美捐赠20万只口罩","1609906657","2020-03-01 22:31:37    ",,"3",,"1","7071066791","[ ""https://m.weibo.cn/s/video/show?object_id=2008054001:4477795225501719&fromWap=1"" ]","https://weibo.com/7071066791/IwDOzhj1E"
"IwF8Llkmx","0","《“我不是中国人”，华人女子获美国绿卡，慷慨对美捐赠20万只口罩》此视频已有1.1万次播放，快来一起看看！http://t.cn/A676LuOk","1609906657","2020-03-02 01:54:06    ","http://wx2.sinaimg.cn/wap180/9d5b0c17ly1gceynic052j20ic0aajs4.jpg","3",,"0","2639989783",,"https://weibo.com/2639989783/IwF8Llkmx"
"IwHbMe89M","1","《“我不是中国人”，华人女子获美国绿卡，慷慨对美捐赠20万只口罩》此视频已有6万次播放，快来一起看看！http://t.cn/A6768GEx","1609906658","2020-03-02 07:07:02    ","http://wx3.sinaimg.cn/wap180/3c872ba5gy1gcf7ppggmkj20ic0aajs4.jpg","1",,"1","1015491493",,"https://weibo.com/1015491493/IwHbMe89M"
"IwzXGDrtP","1","【“我不是中国人”，华人女子获美国绿卡，慷慨对美捐赠20万只口罩】来自@一点资讯 “我不是中国人”，华人女子获美国绿卡，慷慨对美捐赠20万只口罩","1609906658","2020-03-01 12:43:06    ",,"0",,"1","5564641278",,"https://weibo.com/5564641278/IwzXGDrtP"
"IuWen3hMQ","4","有谁知道这是真的吗？？我们这些被困湖北的外地人到底什么时候才能回家啊！（市政府会议精神，3月 16日居民出行正常化， 17日公交正常化， 18日逐步企业生产和市场经营正常化， 22日重点场所正常化， 25日机场、高速、动车、国道正常化。）","1609906660","2020-02-19 17:44:01    ",,"2",,"4","1666982250",,"https://weibo.com/1666982250/IuWen3hMQ"
"IwL3HiYOE","1","我发表了头条文章:《对美捐赠20万只口罩，华人女子获得美国绿卡：我现在不是中国人 》 对美捐赠20万只口罩，华人女子获得美国绿卡：我现在不是中国人","1609906660","2020-03-02 16:58:06    ",,"1",,"0","5560112641",,"https://weibo.com/5560112641/IwL3HiYOE"
"IwLtnFPNj","1","分享：宁波女子为获得绿卡，捐给美国20万只口罩，自称已不是中国人http://t.cn/A67SacUk","1609906660","2020-03-02 18:01:23    ","http://wx2.sinaimg.cn/wap180/006dQ1bDly1gcfqml9w1ij30e60qoac1.jpg","1",,"0","5701286981",,"https://weibo.com/5701286981/IwLtnFPNj"
"IwMVhvKOf","0","《""我已不是中国人""，中国宁波的一位女子，为获美国绿卡，慷慨对美捐赠20万只口罩 。 为了快速》知不为在百度动态发表了新动态http://t.cn/A67oq3XZ","1609906661","2020-03-02 21:42:53    ","http://wx4.sinaimg.cn/wap180/a7c0a949gy1gcfx11zn69j203h02rdfn.jpg","0",,"0","2814421321",,"https://weibo.com/2814421321/IwMVhvKOf"
"IuOScAMS4","0","学校开学时间： 高三，初三， 3月2日开学， 高一，高二， 初一，初二， 3月9日开学， 小学4一6年级，3月16日开学，幼儿园， 小学1一3年级，大学， 职校继续延时，直至疫情消除。  市政府会议精神，3月 16日居民出行正常化， 17日公交正常化， 18日逐步企业生产和市场经营正常化， 22日重点场所正常化， 25日机场、高速、动车、国道正常化。 目前为止待在家里！ 等待通知！  你们那里有没有被这个微信刷屏？是不是真的？","1609906662","2020-02-18 23:00:11    ",,"0",,"0","6467328222",,"https://weibo.com/6467328222/IuOScAMS4"
"IuOiTjY9a","0","希望就在眼前…我期待着这一天早点到来。一刻都等不及了… 西安学校开学时间： 高三，初三， 3月2日开学， 高一，高二， 初一，初二， 3月9日开学， 小学4一6年级，3月16日开学，幼儿园， 小学1一3年级，大学， 职校继续延时，直至疫情消除。  市政府会议精神，3月 16日居民出行正常化， 17日公交正常化， 18日逐步企业生产和市场经营正常化， 22日重点场所正常化， 25日机场、高速、动车、国道正常化。","1609906663","2020-02-18 21:33:11    ","http://wx2.sinaimg.cn/wap180/c3d6a47dly1gc0voz6cssj20u0140771.jpg","1",,"0","3285623933",,"https://weibo.com/3285623933/IuOiTjY9a"
"IuQ1qtbCF","2","重庆市学校开学时间： 高三，初三， 3月2日开学， 高一，高二， 初一，初二， 3月9日开学， 小学4一6年级，3月16日开学，幼儿园， 小学1一3年级，大学， 职校继续延时，直至疫情消除。  市政府会议精神，3月 16日居民出行正常化， 17日公交正常化， 18日逐步企业生产和市场经营正常化， 22日重点场所正常化， 25日机场、高速、动车、国道正常化。 目前为止待在家里！ 等待通知！  马上解放了！","1609906663","2020-02-19 01:55:39    ",,"1",,"0","7395539445",,"https://weibo.com/7395539445/IuQ1qtbCF"
"IuWQmo7jz","12","山东邹平市公布小道消息公布~:学校开学时间： 高三，初三， 3月2日开学， 高一，高二， 初一，初二， 3月9日开学， 小学4一6年级，3月16日开学，幼儿园， 小学1一3年级，大学， 职校继续延时，直至疫情消除。  市政府会议精神，3月 16日居民出行正常化， 17日公交正常化， 18日逐步企业生产和市场经营正常化， 22日重点场所正常化， 25日机场、高速、动车、国道正常化。 目前为止待在家里！ 等待通知！ 🙏🙏 马上解放了！ 到那时邹平市封城82天，破产的小企业和没有收入的农民工就该不知道怎么生活了！！！","1609906664","2020-02-19 19:17:37    ",,"1",,"0","7394170291",,"https://weibo.com/7394170291/IuWQmo7jz"
"IuTKn5h3x","0","学校开学时间： 高三，初三， 3月2日开学， 高一，高二， 初一，初二， 3月9日开学， 小学4一6年级，3月16日开学，幼儿园， 小学1一3年级，大学， 职校继续延时，直至疫情消除。  市政府会议精神，3月 16日居民出行正常化， 17日公交正常化， 18日逐步企业生产和市场经营正常化， 22日重点场所正常化， 25日机场、高速、动车、国道正常化。 目前为止待在家里！ 等待通知！ ———————————————————— 以上是真的嘛??第一次无比怀念在学校的日子，我留下了不学无术的泪水。","1609906665","2020-02-19 11:24:36    ",,"0",,"0","6480370235",,"https://weibo.com/6480370235/IuTKn5h3x"
"IuTO24JFg","5","学校开学时间： 高三，初三， 3月2日开学， 高一，高二， 初一，初二， 3月9日开学， 小学4一6年级，3月16日开学，幼儿园， 小学1一3年级，大学， 职校继续延时，直至疫情消除。  市政府会议精神，3月 16日居民出行正常化， 17日公交正常化， 18日逐步企业生产和市场经营正常化， 22日重点场所正常化， 25日机场、高速、动车、国道正常化。 目前为止待在家里！ 等待通知！ [呲牙][呲牙]🙏🙏 马上解放了！ 初三的哥哥姐姐加油＾０＾~ 高三的哥哥姐姐加油＾０＾~             祝你们考出好成绩                     加油！ 就当这是我送给你们的礼物吧！                          祝逢考必过 双鸭山·友谊县","1609906666","2020-02-19 11:33:38    ",,"1",,"1","6981828074",,"https://weibo.com/6981828074/IuTO24JFg"
"IuUpkhvaj","3","我市学校开学时间： 高三，初三， 3月2日开学， 高一，高二， 初一，初二， 3月9日开学， 小学4一6年级，3月16日开学，幼儿园， 小学1一3年级，大学， 职校继续延时，直至疫情消除。  市政府会议精神，3月 16日居民出行正常化， 17日公交正常化， 18日逐步企业生产和市场经营正常化， 22日重点场所正常化， 25日机场、高速、动车、国道正常化。 目前为止待在家里！ 等待通知！ [呲牙][呲牙]🙏🙏 马上解放了！ 平顶山","1609906666","2020-02-19 13:05:31    ",,"1",,"0","5794800321",,"https://weibo.com/5794800321/IuUpkhvaj"
"IuUsp9inD","0","学校开学时间： 高三，初三， 3月2日开学， 高一，高二， 初一，初二， 3月9日开学， 小学4一6年级，3月16日开学，幼儿园， 小学1一3年级，大学， 职校继续延时，直至疫情消除。  市政府会议精神，3月 16日居民出行正常化， 17日公交正常化， 18日逐步企业生产和市场经营正常化， 22日重点场所正常化， 25日机场、高速、动车、国道正常化。 目前为止待在家里！ 等待通知！ [呲牙][呲牙]🙏🙏 马上解放了！","1609906667","2020-02-19 13:13:06    ",,"0",,"0","7136160492",,"https://weibo.com/7136160492/IuUsp9inD"
"IuVH4sWWU","2","绵阳市学校开学时间： 高三，初三， 3月2日开学， 高一，高二， 初一，初二， 3月9日开学， 小学4一6年级，3月16日开学，幼儿园， 小学1一3年级，大学， 职校继续延时，直至疫情消除。  绵阳市政府会议精神，3月 16日居民出行正常化， 17日公交正常化， 18日逐步企业生产和市场经营正常化， 22日重点场所正常化， 25日机场、高速、动车、国道正常化。 遂宁","1609906668","2020-02-19 16:21:58    ",,"1",,"1","7394105891",,"https://weibo.com/7394105891/IuVH4sWWU"
"IuVxfrhJm","0","学校开学时间： 高三，初三， 3月2日开学， 高一，高二， 初一，初二， 3月9日开学， 小学4一6年级，3月16日开学，幼儿园， 小学1一3年级，大学， 职校继续延时，直至疫情消除。  市政府会议精神，3月 16日居民出行正常化， 17日公交正常化， 18日逐步企业生产和市场经营正常化， 22日重点场所正常化， 25日机场、高速、动车、国道正常化。 目前为止待在家里！ 等待通知！ [呲牙][呲牙]🙏🙏 马上解放了！ 长春·农安县","1609906669","2020-02-19 15:57:47    ",,"0",,"0","7023282650",,"https://weibo.com/7023282650/IuVxfrhJm"
"IuVy5bh7i","0","学校开学时间： 高三，初三， 3月2日开学， 高一，高二， 初一，初二， 3月9日开学， 小学4一6年级，3月16日开学，幼儿园， 小学1一3年级，大学， 职校继续延时，直至疫情消除。  市政府会议精神，3月 16日居民出行正常化， 17日公交正常化， 18日逐步企业生产和市场经营正常化， 22日重点场所正常化， 25日机场、高速、动车、国道正常化。 目前为止待在家里！ 等待通知！ [呲牙][呲牙]🙏🙏 马上解放了！ 长春·农安县 王琦家20191101的微博视频","1609906670","2020-02-19 15:59:50    ",,"0",,"0","7023282650","[ ""https://m.weibo.cn/s/video/show?object_id=1034:4473710539636767&fromWap=1"" ]","https://weibo.com/7023282650/IuVy5bh7i"
"IwVj0CpvA","3","全国解禁时间表  广东：2月25日结束，已结束！ 广西：3月5日结束，倒计时5天！ 海南：2月23日结束，已结束！ 福建：2月28日结束，已结束！ 上海：2月27日结束，已结束！ 江苏：2月27日结束，已结束！ 浙江：2月23日结束，已结束！ 安徽：3月3日结束，倒计时3天！ 北京：3月10日结束，倒计时10天！ 天津：3月10日结束，倒计时10天！ 河北：2月26日结束，已结束！ 黑龙江：3月10日结束，倒计时10天！ 吉林：2月21日结束，已结束！ 辽宁：2月20日结束，已结束！ 山东：2月26日结束，已结束！ 河南：3月7日结束，倒计时7天！ 山西：2月29日结束，已结束！ 内蒙：3月8日结束，倒计时8天！ 陕西：3月3日结束，倒计时3天！ 甘肃：2月23日结束，已结束！ 宁夏：2月21日结束，已结束！ 新疆：2月25日结束，已结束！ 云南：2月29日结束，已结束！ 贵州：2月20日结束，已结束 四川：3月10日结束，倒计时10天 重庆：2月27日结束，已结束！ 湖南：2月21日结束，已结束 江西：2月23日结束，已结束 湖北（除武汉）：3月15日结束，倒计时15天！ 武汉：5月1日结束，倒计时61天！ 北京·安宁里小区","1609906671","2020-03-03 19:03:19    ",,"5",,"0","3008495945",,"https://weibo.com/3008495945/IwVj0CpvA"
"IpC1SCQAk","5","西藏桃花节，提前预约报名了 2020年林芝桃花节将在3月23日开幕，今年桃花季时间为3月15日至4月20日，那时林芝将遍地花开，现在可以预定了 已经有小伙伴预定了，抓紧时间预定最美的风景只有二十几天哦！ 绿洲","1609906672","2020-01-15 17:06:47    ","http://wx3.sinaimg.cn/wap180/784ed84dly3gaxcx9qn8zj20u00u0e81.jpg","8",,"2","2018433101",,"https://weibo.com/2018433101/IpC1SCQAk"
"IpD21gkN3","1","西藏桃花节，提前预约报名了 2020年林芝桃花节将在3月23日开幕，今年桃花季时间为3月15日至4月20日，那时林芝将遍地花开，现在可以预定了 已经有小伙伴预定了，抓紧时间预定最美的风景只有二十几天哦！#西藏旅游攻略##川藏线旅游攻略#","1609906672","2020-01-15 19:39:53    ","http://wx3.sinaimg.cn/wap180/006sLgl9ly1gaxhc8ash8j318g0p0tvu.jpg","2",,"1","5921798631",,"https://weibo.com/5921798631/IpD21gkN3"
"IpIN9qc8a","0","#西藏桃花节#  提前预约报名了 2020年林芝桃花节将在3月23日开幕，今年桃花季时间为3月15日至4月20日，那时林芝将遍地花开，现在可以预定了 已经有小伙伴预定了，抓紧时间预定最美的风景只有二十几天哦！ 西宁·湟中县 来自青海湖的勇士的微博视频","1609906674","2020-01-16 10:19:44    ",,"1",,"0","5071604850","[ ""https://m.weibo.cn/s/video/show?object_id=1034:4461303780016157&fromWap=1"" ]","https://weibo.com/5071604850/IpIN9qc8a"
"It0GFc4Wz","126","#湖北副省长回应武汉市民网络求助#太讽刺了…去他妈官僚主义了[微笑]想问问他们自己知不知道真实情况[微笑][微笑][微笑]","1609906675","2020-02-07 01:24:05    ","http://wx4.sinaimg.cn/wap180/006ArcZ1ly1gbn6sqibe2j30pc0dg40g.jpg","936",,"113","6035229855",,"https://weibo.com/6035229855/It0GFc4Wz"
"IxPxuyNUc","0","吴好运，男，1958年6月生于四川省北川县，出生的第二年中国发生了三年自然灾害，饿了三年肚子的他慢慢长大了，然而他的父母却死于饥饿，1976年，17岁的他考入了华北煤炭医学院（唐山），1976年7月27日他从四川到学校报到，第二天，发生了唐山大地震，他在倒塌的房子下幸运地活了下来，2003年调入广州市第一人民医院，刚刚上班，非典爆发，2008年5月10日，他回家乡北川祭祖，还没来得及走，遇上了汶川大地震，2020年1月，调入武汉市中心医院，遇上了新冠肺炎，身为医生的他上了前线，1月27日被感染住院，2月23日病愈出院，前往福建泉州妻子处养病，入住欣佳宾馆隔离14天，3月7日晚，欣佳宾馆塌了，他没有躲过这次的追杀，享年62岁！ 你看这爹妈起的名字，倒霉催的。 长春","1609906677","2020-03-09 18:12:49    ",,"0",,"0","3238430502",,"https://weibo.com/3238430502/IxPxuyNUc"
"IxQkudVv8","2","吴好运，男，1958年6月生于四川省北川县，出生的第二年中国发生了三年自然灾害，饿了三年肚子的他慢慢长大了，然而他的父母却死于饥饿，1976年，17岁的他考入了华北煤炭医学院（唐山），1976年7月27日他从四川到学校报到，第二天，发生了唐山大地震，他在倒塌的房子下幸运地活了下来，2003年调入广州市第一人民医院，刚刚上班，非典爆发，2008年5月10日，他回家乡北川祭祖，还没来得及走，遇上了汶川大地震，2020年1月，调入武汉市中心医院，遇上了新冠肺炎，身为医生的他上了前线，1月27日被感染住院，2月23日病愈出院，前往福建泉州妻子处养病，入住欣佳宾馆隔离14天，3月7日晚，欣佳宾馆塌了，他没有躲过这次的追杀，享年62岁！ 你看这爹妈起的名字[嘻嘻]倒霉催的[允悲]","1609906677","2020-03-09 20:13:31    ","http://wx2.sinaimg.cn/wap180/72c93042ly1gcnxrnc90mj20qy10gjuf.jpg","0",,"1","1925787714",,"https://weibo.com/1925787714/IxQkudVv8"
"IxkP9EgF5","1","摇身一变，变成了外国人在中国的永居","1609906677","2020-03-06 12:01:11    ","http://wx2.sinaimg.cn/wap180/024edc67ly1gck2p1lm3aj20g40ea0va.jpg","95",,"384","38722663",,"https://weibo.com/38722663/IxkP9EgF5"
"IxPaLo8wu","20","一个人的命运  吴好运，男，1958年6月生于四川省北川县，出生的第二年中国发生了三年自然灾害，饿了三年肚子的他慢慢长大了，然而他的父母却死于饥饿，1976年，17岁的他考入了华北煤炭医学院（唐山），1976年7月27日他从四川到学校报到，第二天，发生了唐山大地震，他在倒塌的房子下幸运地活了下来，2003年调入广州市第一人民医院，刚刚上班，非典爆发，2008年5月10日，他回家乡北川祭祖，还没来得及走，遇上了汶川大地震，2020年1月，调入武汉市中心医院，遇上了新冠肺炎，身为医生的他上了前线，1月27日被感染住院，2月23日病愈出院，前往福建泉州妻子处养病，入住欣佳宾馆隔离14天，3月7日晚，欣佳宾馆塌了，他没有躲过这次的追杀，享年62岁！#生活的模样##治愈不开心##微博问答#","1609906679","2020-03-09 17:16:49    ",,"10",,"0","2130198145",,"https://weibo.com/2130198145/IxPaLo8wu"
"IxOnXxzNQ","2","吴好运，男，1958年6月生于四川省北川县，出生的第二年中国发生了三年自然灾害，饿了三年肚子的他慢慢长大了，然而他的父母却死于饥饿，1976年，17岁的他考入了华北煤炭医学院（唐山），1976年7月27日他从四川到学校报到，第二天，发生了唐山大地震，他在倒塌的房子下幸运地活了下来，2003年调入广州市第一人民医院，刚刚上班，非典爆发，2008年5月10日，他回家乡北川祭祖，还没来得及走，遇上了汶川大地震，2020年1月，调入武汉市中心医院，遇上了新冠肺炎，身为医生的他上了前线，1月27日被感染住院，2月23日病愈出院，前往福建泉州妻子处养病，入住欣佳宾馆隔离14天，3月7日晚，欣佳宾馆塌了，他没有躲过这次的追杀，享年62岁！","1609906681","2020-03-09 15:16:35    ",,"0",,"0","6374402364",,"https://weibo.com/6374402364/IxOnXxzNQ"
"IxPPU2nxi","3","一个中国男人悲催的一生，吴好运竟然真无好运。 愿在天堂转好运！","1609906682","2020-03-09 18:58:10    ","http://wx3.sinaimg.cn/wap180/ed64d16egy1gcnvluhdu1j20u014m7be.jpg","1",,"0","3982807406",,"https://weibo.com/3982807406/IxPPU2nxi"
"IxPl2a2eG","0","吴好运，男，1958年6月生于四川省北川县，出生的第二年中国发生了三年自然灾害，饿了三年肚子的他慢慢长大了，然而他的父母却死于饥饿，1976年，17岁的他考入了华北煤炭医学院（唐山），1976年7月27日他从四川到学校报到，第二天，发生了唐山大地震，他在倒塌的房子下幸运地活了下来，2003年调入广州市第一人民医院，刚刚上班，非典爆发，2008年5月10日，他回家乡北川祭祖，还没来得及走，遇上了汶川大地震，2020年1月，调入武汉市中心医院，遇上了新冠肺炎，身为医生的他上了前线，1月27日被感染住院，2月23日病愈出院，前往福建泉州妻子处养病，入住欣佳宾馆隔离14天，3月7日晚，欣佳宾馆塌了，他没有躲过这次的追杀，享年62岁！ 你看这爹妈起的名字[发呆]倒霉催的[尴尬] 廊坊·燕郊","1609906682","2020-03-09 17:42:06    ","http://wx4.sinaimg.cn/wap180/7b1b7bd5ly1gcntejaasrj20cm0mf76s.jpg","0",,"0","2065398741",,"https://weibo.com/2065398741/IxPl2a2eG"
