"_id","id","prob","topic"
"6039b62b656c0000f90144af","E8CIZeGSX","0.804044","社会时事"
"6039b62b656c0000f90144b0","zn7696Luf","0.8415100000000001","社会时事"
"6039b62b656c0000f90144b1","Cc8wW4qsv","0.885815","社会时事"
"6039b62b656c0000f90144b2","G3e9e75re","0.8639540000000001","社会时事"
"6039b62b656c0000f90144b3","GqF1nnFo5","0.8727600000000001","社会时事"
"6039b62b656c0000f90144b4","HlcAHsOt6","0.817709","社会时事"
"6039b62b656c0000f90144b5","CnR3mbA1u","0.853714","社会时事"
"6039b62b656c0000f90144b6","FbaSZcFdw","0.818879","常识"
"6039b62b656c0000f90144b7","IvkWla46R","0.876691","社会时事"
"6039b62b656c0000f90144b8","CgKkIciDL","0.881581","母婴育儿"
"6039b62b656c0000f90144b9","CaXi98WEQ","0.813851","社会时事"
"6039b62b656c0000f90144ba","CwwJoskse","0.8172229999999999","社会时事"
"6039b62b656c0000f90144bb","zt3om89cp","0.88","社会时事"
"6039b62b656c0000f90144bc","FcWbgDMWM","0.845316","社会时事"
"6039b62b656c0000f90144bd","Ds1KiAzIe","0.825794","社会时事"
"6039b62b656c0000f90144be","DyHu1DnwP","0.8289549999999999","社会时事"
"6039b62b656c0000f90144bf","EDfdKbEAR","0.853617","社会时事"
"6039b62b656c0000f90144c0","JoWtiDMe8","0.840356","社会时事"
"6039b62b656c0000f90144c1","BmyzGDJNV","0.849409","社会时事"
"6039b62b656c0000f90144c2","yxtFJ8U0d","0.796901","社会时事"
"6039b62b656c0000f90144c3","z7yLXnEm3","0.8140930000000001","社会时事"
"6039b62b656c0000f90144c4","z9dLMj4MV","0.9141040000000001","社会时事"
"6039b62b656c0000f90144c5","FcHR81dB9","0.8871379999999999","社会时事"
"6039b62b656c0000f90144c6","yrsbb64U4","0.826815","国际"
"6039b62b656c0000f90144c7","zt9LD0xGI","0.880009","社会时事"
"6039b62b656c0000f90144c8","IdMQjaw9I","0.888235","国际"
"6039b62b656c0000f90144c9","BE7owescn","0.818458","社会时事"
"6039b62b656c0000f90144ca","zp5PJsCZS","0.869016","社会时事"
"6039b62b656c0000f90144cb","CiKyAvFTM","0.8648600000000001","母婴育儿"
"6039b62b656c0000f90144cc","CgMIj105K","0.876423","母婴育儿"
"6039b62b656c0000f90144cd","EwxjdnFZE","0.852434","社会时事"
"6039b62b656c0000f90144ce","G7zD9xayK","0.909117","社会时事"
"6039b62b656c0000f90144cf","yBmNACTan","0.813325","国际"
"6039b62b656c0000f90144d0","ywbb1eXEX","0.5","社会时事"
"6039b62b656c0000f90144d1","F8S901QXI","0.792132","社会时事"
"6039b62b656c0000f90144d2","zDYzfr3l1","0.67414","社会时事"
"6039b62b656c0000f90144d3","E8ABCiiMV","0.9045549999999999","娱乐"
"6039b62b656c0000f90144d4","FpqeLdFwe","0.888114","社会时事"
"6039b62b656c0000f90144d5","CvGTW5MgC","0.81635","社会时事"
"6039b62b656c0000f90144d6","zE1W8iVE0","0.8033279999999999","社会时事"
"6039b62b656c0000f90144d7","zqUpKCl9y","0.810181","社会时事"
"6039b62b656c0000f90144d8","Ct6ewaQ04","0.744219","国际"
"6039b62b656c0000f90144d9","DsMZt5QDJ","0.879828","社会时事"
"6039b62b656c0000f90144da","EwL3AnZRU","0.851173","社会时事"
"6039b62b656c0000f90144db","z43QbpvDv","0.8318979999999999","社会时事"
"6039b62b656c0000f90144dc","zt2QIdxFz","0.8896620000000001","社会时事"
"6039b62b656c0000f90144dd","FgcJSiY3q","0.904084","社会时事"
"6039b62b656c0000f90144de","zleH5oaKR","0.8492290000000001","社会时事"
"6039b62b656c0000f90144df","zxLha4LEe","0.848406","社会时事"
"6039b62b656c0000f90144e0","FDzNNxt6u","0.821694","社会时事"
"6039b62b656c0000f90144e1","C4wAo56rj","0.8792549999999999","社会时事"
"6039b62b656c0000f90144e2","DCVQO4GXn","0.79505","社会时事"
"6039b62b656c0000f90144e3","EyNt8rkm1","0.8555450000000001","社会时事"
"6039b62b656c0000f90144e4","IrWxbwi8l","0.865498","国际"
"6039b62b656c0000f90144e5","B9hfU54bP","0.8713850000000001","社会时事"
"6039b62b656c0000f90144e6","Cob8erSX2","0.8432379999999999","社会时事"
"6039b62b656c0000f90144e7","CoxPngUxY","0.856533","社会时事"
"6039b62b656c0000f90144e8","znAhUbm4X","0.803338","母婴育儿"
"6039b62b656c0000f90144e9","CioqKo532","0.8467979999999999","母婴育儿"
"6039b62b656c0000f90144ea","CysIUwHdo","0.8455219999999999","社会时事"
"6039b62b656c0000f90144eb","DyH6jCTOx","0.84229","社会时事"
"6039b62b656c0000f90144ec","J3zSxaquO","0.8388620000000001","社会时事"
"6039b62b656c0000f90144ed","F2wqHAKoH","0.864453","社会时事"
"6039b62b656c0000f90144ee","znJLgnh2Z","0.795625","国际"
"6039b62b656c0000f90144ef","zr657cfE4","0.795891","科技"
"6039b62b656c0000f90144f0","GnBeEDl3t","0.808258","母婴育儿"
"6039b62b656c0000f90144f1","BsSDAuJEC","0.8556299999999999","社会时事"
"6039b62b656c0000f90144f2","CdSTs7Hbe","0.860175","社会时事"
"6039b62b656c0000f90144f3","CvGvucKsc","0.861725","社会时事"
"6039b62b656c0000f90144f4","Ibtcirdb1","0.754574","情感"
"6039b62b656c0000f90144f5","AvLfyCxGl","0.8971299999999999","社会时事"
"6039b62b656c0000f90144f6","DEtQaeIBk","0.882258","军事"
"6039b62b656c0000f90144f7","yBhV61TQp","0.8949299999999999","军事"
"6039b62b656c0000f90144f8","zlAMt3426","0.789424","社会时事"
"6039b62b656c0000f90144f9","CqlPtyVlp","0.820818","教育"
"6039b62b656c0000f90144fa","zt2Z8kEDN","0.8623860000000001","社会时事"
"6039b62b656c0000f90144fb","ztbvc1cxd","0.881776","社会时事"
"6039b62b656c0000f90144fc","zmwASmoBt","0.852562","社会时事"
"6039b62b656c0000f90144fd","Ck1sW661H","0.810883","母婴育儿"
"6039b62b656c0000f90144fe","ywDpkFLZS","0.905","科技"
"6039b62b656c0000f90144ff","yye3GuZt5","0.828242","社会时事"
"6039b62b656c0000f9014500","zfxNjhsYc","0.8581059999999999","社会时事"
"6039b62b656c0000f9014501","CpTDlaNlk","0.8391270000000001","社会时事"
"6039b62b656c0000f9014502","CvydUAE5x","0.8275889999999999","社会时事"
"6039b62b656c0000f9014503","DyHgvmHG9","0.8544799999999999","社会时事"
"6039b62b656c0000f9014504","A5Npo3X4K","0.7842359999999999","常识"
"6039b62b656c0000f9014505","AiZiwAwyN","0.804258","社会时事"
"6039b62b656c0000f9014506","Cae1hxxCb","0.859671","社会时事"
"6039b62b656c0000f9014507","CciyVu2p5","0.885337","教育"
"6039b62b656c0000f9014508","z6XKzniRM","0.722909","社会时事"
"6039b62b656c0000f9014509","B9GOUkKnw","0.8310190000000001","社会时事"
"6039b62b656c0000f901450a","CcZftEHyZ","0.8790129999999999","母婴育儿"
"6039b62b656c0000f901450b","Bsj1liMVv","0.8523709999999999","常识"
"6039b62b656c0000f901450c","CisqOqqx9","0.839511","母婴育儿"
"6039b62b656c0000f901450d","CdYyM08y1","0.8550059999999999","社会时事"
"6039b62b656c0000f901450e","zwuKLiSj4","0.5","社会时事"
"6039b62b656c0000f901450f","BrfE8rDTW","0.8367549999999999","社会时事"
"6039b62b656c0000f9014510","A5E81EsMk","0.865799","社会时事"
"6039b62b656c0000f9014511","A0FtXBsm0","0.81203","国际"
"6039b62b656c0000f9014512","DDxnd6sTV","0.9059719999999999","社会时事"
"6039b62b656c0000f9014513","yBzSOlSvf","0.8418469999999999","母婴育儿"
"6039b62b656c0000f9014514","z9oyjil8X","0.815423","社会时事"
"6039b62b656c0000f9014515","A5q4AmKVY","0.841203","社会时事"
"6039b62b656c0000f9014516","D12gTyvhJ","0.839986","社会时事"
"6039b62b656c0000f9014517","IcjJj3ZqW","0.786388","国际"
"6039b62b656c0000f9014518","zdWYAsrgq","0.762579","娱乐"
"6039b62b656c0000f9014519","Cj5shiMoi","0.809888","社会时事"
"6039b62b656c0000f901451a","EAwEQ3GUi","0.899065","母婴育儿"
"6039b62b656c0000f901451b","zqI3zz79W","0.8935280000000001","科技"
"6039b62b656c0000f901451c","GdQHslOQD","0.610278","社会时事"
"6039b62b656c0000f901451d","CcqOdCrOg","0.883006","母婴育儿"
"6039b62b656c0000f901451e","z5sTNvPvP","0.8407469999999999","社会时事"
"6039b62b656c0000f901451f","zt3EAfYuk","0.885194","社会时事"
"6039b62b656c0000f9014520","GzhuhBiay","0.814763","社会时事"
"6039b62b656c0000f9014521","zA9sEbXMi","0.717476","教育"
"6039b62b656c0000f9014522","Dw70Lht8V","0.810876","社会时事"
"6039b62b656c0000f9014523","yAFAl9QSM","0.849462","社会时事"
"6039b62b656c0000f9014524","ztdGte8Wy","0.8906870000000001","社会时事"
"6039b62b656c0000f9014525","CirTJaFlK","0.819882","母婴育儿"
"6039b62b656c0000f9014526","zbZ38A4ot","0.8262719999999999","社会时事"
"6039b62b656c0000f9014527","zncklkIoG","0.731033","娱乐"
"6039b62b656c0000f9014528","zsHK6oC9b","0.9213690000000001","国际"
"6039b62b656c0000f9014529","Bx8iD1K57","0.829575","社会时事"
"6039b62b656c0000f901452a","A5i7IpvYR","0.875339","社会时事"
"6039b62b656c0000f901452b","zmElDAdqw","0.803022","社会时事"
"6039b62b656c0000f901452c","zt3OswW61","0.899467","社会时事"
"6039b62b656c0000f901452d","BsMAotahW","0.850691","社会时事"
"6039b62b656c0000f901452e","Cacduds0O","0.855736","教育"
"6039b62b656c0000f901452f","yFC9vhzFI","0.8116359999999999","社会时事"
"6039b62b656c0000f9014530","B6QfD2kPQ","0.7528819999999999","社会时事"
"6039b62b656c0000f9014531","HkKSJw301","0.809615","娱乐"
"6039b62b656c0000f9014532","zmDTOcNRX","0.826017","社会时事"
"6039b62b656c0000f9014533","zn5XpDvid","0.8185939999999999","常识"
"6039b62b656c0000f9014534","Bnjm26WW1","0.8281649999999999","社会时事"
"6039b62b656c0000f9014535","B9eMJwzAs","0.808191","社会时事"
"6039b62b656c0000f9014536","CdYhqpzGz","0.8298030000000001","社会时事"
"6039b62b656c0000f9014537","GzAs8weC8","1.0","社会时事"
"6039b62b656c0000f9014538","ztjRUqDt4","0.889915","社会时事"
"6039b62b656c0000f9014539","yACHjdS6l","0.800409","社会时事"
"6039b62b656c0000f901453a","zkk7d2MsK","0.9077879999999999","娱乐"
"6039b62b656c0000f901453b","CiBYopQaC","0.853826","社会时事"
"6039b62b656c0000f901453c","zlAD3aEHQ","0.8492290000000001","社会时事"
"6039b62b656c0000f901453d","CoAnjAIH3","0.786694","社会时事"
"6039b62b656c0000f901453e","zx1DN86Fq","0.817601","社会时事"
"6039b62b656c0000f901453f","CmnFQrt0Y","0.854215","社会时事"
"6039b62b656c0000f9014540","z3Vh3uJAE","0.8237030000000001","社会时事"
"6039b62b656c0000f9014541","B4J5lFTOK","0.817497","教育"
"6039b62b656c0000f9014542","Dx0wC6FXM","0.852497","教育"
"6039b62b656c0000f9014543","Ej4YW0wxx","0.828642","社会时事"
"6039b62b656c0000f9014544","z9ejIt7M5","0.745881","社会时事"
"6039b62b656c0000f9014545","AmPR7C0BQ","0.906098","社会时事"
"6039b62b656c0000f9014546","CdTPLqHLV","0.8689399999999999","社会时事"
"6039b62b656c0000f9014547","D1qz4rFGn","0.771474","社会时事"
"6039b62b656c0000f9014548","yCpO9h8Lj","0.8210850000000001","社会时事"
"6039b62b656c0000f9014549","CocuC8is8","0.832008","社会时事"
"6039b62b656c0000f901454a","CvGwXd8hi","0.8198549999999999","社会时事"
"6039b62b656c0000f901454b","DrQ1ycJmk","0.856672","社会时事"
"6039b62b656c0000f901454c","HuHlkafmL","0.850031","国际"
"6039b62b656c0000f901454d","Fhd4It4Pk","0.07945210000000001","社会时事"
"6039b62b656c0000f901454e","zmFlOffc4","0.8244020000000001","社会时事"
"6039b62b656c0000f901454f","zt5bHEyDR","0.905","科技"
"6039b62b656c0000f9014550","A3Walw4sy","0.782594","常识"
"6039b62b656c0000f9014551","Ce0xo7Ivj","0.853158","社会时事"
"6039b62b656c0000f9014552","zfj6z8RHS","0.821883","社会时事"
"6039b62b656c0000f9014553","znejb3vVs","0.7389789999999999","社会时事"
"6039b62b656c0000f9014554","Cdywdm0hy","0.8552360000000001","社会时事"
"6039b62b656c0000f9014555","CaydWCNRC","0.8288129999999999","社会时事"
"6039b62b656c0000f9014556","zmVJq8BdQ","0.8256110000000001","社会时事"
"6039b62b656c0000f9014557","ztdlrtVmy","0.87431","社会时事"
"6039b62b656c0000f9014558","CpgvszUeV","0.8497889999999999","社会时事"
"6039b62b656c0000f9014559","CaxJiAUMP","0.800374","社会时事"
"6039b62b656c0000f901455a","CzB4JmXfx","0.806277","母婴育儿"
"6039b62b656c0000f901455b","HuSRfrMJM","0.849935","国际"
"6039b62b656c0000f901455c","z48mDCdLC","0.8264809999999999","社会时事"
"6039b62b656c0000f901455d","C2D5Vuy9s","0.803118","情感"
"6039b62b656c0000f901455e","IwzPSDkEK","0.8211040000000001","社会时事"
"6039b62b656c0000f901455f","zqceg3jZT","0.83273","社会时事"
"6039b62b656c0000f9014560","IvHZ2aKfQ","0.82591","社会时事"
"6039b62b656c0000f9014561","Cb7pRyEAB","0.813473","社会时事"
"6039b62b656c0000f9014562","HELQCfyjh","0.78855","国际"
"6039b62b656c0000f9014563","Gibp4BDzc","0.801261","社会时事"
"6039b62b656c0000f9014564","zAaQt8YOM","0.749462","教育"
"6039b62b656c0000f9014565","A5zDJzKVr","0.781223","国际"
"6039b62b656c0000f9014566","BrembjvHW","0.8342940000000001","国际"
"6039b62b656c0000f9014567","CcaTQ0ulr","0.8697229999999999","母婴育儿"
"6039b62b656c0000f9014568","HwW94zmZ8","0.831202","娱乐"
"6039b62b656c0000f9014569","ClLBe6XFh","0.8268530000000001","社会时事"
"6039b62b656c0000f901456a","GjVFJt9xj","0.8270069999999999","娱乐"
"6039b62b656c0000f901456b","GsYRh1Y7A","0.873123","社会时事"
"6039b62b656c0000f901456c","yAuMGowKQ","0.8144640000000001","社会时事"
"6039b62b656c0000f901456d","CdT2TtRa0","0.8266","社会时事"
"6039b62b656c0000f901456e","GdxO90XLW","0.9020090000000001","社会时事"
"6039b62b656c0000f901456f","DyGj6jInY","0.785036","社会时事"
"6039b62b656c0000f9014570","A7RBnir3A","0.804693","国际"
"6039b62b656c0000f9014571","B6Sth7d4D","0.734306","社会时事"
"6039b62b656c0000f9014572","CtCBOeue7","0.871967","社会时事"
"6039b62b656c0000f9014573","DigujwGVX","0.8471639999999999","社会时事"
"6039b62b656c0000f9014574","CioWTc2g1","0.839792","母婴育儿"
"6039b62b656c0000f9014575","yDp7ItbW0","0.821189","社会时事"
"6039b62b656c0000f9014576","HkAakvb2R","0.881666","社会时事"
"6039b62b656c0000f9014577","FaYL8sCUE","0.832091","社会时事"
"6039b62b656c0000f9014578","Clg42AlPK","0.73985","教育"
"6039b62b656c0000f9014579","zpEyT94PC","0.8254959999999999","社会时事"
"6039b62b656c0000f901457a","AC2NI6bPD","0.769107","娱乐"
"6039b62b656c0000f901457b","CecuVs2CY","0.8284100000000001","社会时事"
"6039b62b656c0000f901457c","HuEQo5fC8","0.8243950000000001","国际"
"6039b62b656c0000f901457d","ADCF335Xd","0.881325","娱乐"
"6039b62b656c0000f901457e","CvMEtA8nV","0.841032","社会时事"
"6039b62b656c0000f901457f","HuGKjFN1V","0.850031","国际"
"6039b62b656c0000f9014580","B6Rds2Cjk","0.873116","社会时事"
"6039b62b656c0000f9014581","Jkyo73ze2","0.773642","社会时事"
"6039b62b656c0000f9014582","zA3jdnzrf","0.731902","社会时事"
"6039b62b656c0000f9014583","C3ZVs3DBS","0.869318","社会时事"
"6039b62b656c0000f9014584","B8D0O4K60","0.8730610000000001","社会时事"
"6039b62b656c0000f9014585","CasXzz9Tq","0.815533","社会时事"
"6039b62b656c0000f9014586","zthXlb4U6","0.835642","社会时事"
"6039b62b656c0000f9014587","Eyx1o8dKd","0.8673709999999999","国际"
"6039b62b656c0000f9014588","BwesSqzQq","0.8617549999999999","社会时事"
"6039b62b656c0000f9014589","EjBPyvOWq","0.856943","社会时事"
"6039b62b656c0000f901458a","zrO9lpZsM","0.876296","社会时事"
"6039b62b656c0000f901458b","C2TU2mz2a","0.8790370000000001","社会时事"
"6039b62b656c0000f901458c","EAsGfzjzf","0.8974989999999999","母婴育儿"
"6039b62b656c0000f901458d","ziG8FlcAq","0.905","科技"
"6039b62b656c0000f901458e","zt2v5ygBD","0.882552","社会时事"
"6039b62b656c0000f901458f","zfGd8pq7o","0.9347709999999999","娱乐"
"6039b62b656c0000f9014590","E2yvoFwtn","0.8864709999999999","社会时事"
"6039b62b656c0000f9014591","A08XhFacP","0.9111379999999999","社会时事"
"6039b62b656c0000f9014592","IyLOky7BZ","0.8576280000000001","娱乐"
"6039b62b656c0000f9014593","HkWEjuYMH","0.803917","社会时事"
"6039b62b656c0000f9014594","CcMPq8dXk","0.914724","社会时事"
"6039b62b656c0000f9014595","Cl6z0ajbX","0.717988","社会时事"
"6039b62b656c0000f9014596","CqO6B4nQD","0.821735","社会时事"
"6039b62b656c0000f9014597","D0ENokVyQ","0.773825","社会时事"
"6039b62b656c0000f9014598","BgQFB3VYH","0.924375","社会时事"
"6039b62b656c0000f9014599","BuW9yqz0D","0.819348","社会时事"
"6039b62b656c0000f901459a","C3RMLv3pr","0.824845","社会时事"
"6039b62b656c0000f901459b","yAKkW5pMt","0.839832","社会时事"
"6039b62b656c0000f901459c","A6duDEdHN","0.872441","社会时事"
"6039b62b656c0000f901459d","CnLqJgDyd","0.8384860000000001","社会时事"
"6039b62b656c0000f901459e","CyqyL2B7O","0.855934","社会时事"
"6039b62b656c0000f901459f","B6LVgFS6Z","0.8356629999999999","社会时事"
"6039b62b656c0000f90145a0","C5WfzAOOq","0.8606370000000001","社会时事"
"6039b62b656c0000f90145a1","C9QMJ1kM3","0.863743","教育"
"6039b62b656c0000f90145a2","zqNeQ9ztE","0.9088430000000001","科技"
"6039b62b656c0000f90145a3","CnJgWtTei","0.8472219999999999","社会时事"
"6039b62b656c0000f90145a4","A50MQFhVN","0.810613","国际"
"6039b62b656c0000f90145a5","ABTKKlH3n","0.820378","娱乐"
"6039b62b656c0000f90145a6","zoCLawBZc","0.802092","社会时事"
"6039b62b656c0000f90145a7","Crmzbz690","0.824565","社会时事"
"6039b62b656c0000f90145a8","ABzEP5VSz","0.787786","娱乐"
"6039b62b656c0000f90145a9","CkrlN7boW","0.6539189999999999","社会时事"
"6039b62b656c0000f90145aa","EC1QJsOBl","0.826307","社会时事"
"6039b62b656c0000f90145ab","ED8YlDvqa","0.85514","社会时事"
"6039b62b656c0000f90145ac","BgLxyhnbL","0.879832","社会时事"
"6039b62b656c0000f90145ad","CdTPhAOcw","0.8709899999999999","社会时事"
"6039b62b656c0000f90145ae","yAAO9tPuT","0.8128449999999999","社会时事"
"6039b62b656c0000f90145af","zvmz1bgGC","0.8241139999999999","社会时事"
"6039b62b656c0000f90145b0","Cf6J0d1Xo","0.812516","社会时事"
"6039b62b656c0000f90145b1","E8AxDk53S","0.815005","娱乐"
"6039b62b656c0000f90145b2","yCqIenV8u","0.815103","情感"
"6039b62b656c0000f90145b3","CrIvFxRIo","0.803211","社会时事"
"6039b62b656c0000f90145b4","CdZxMirEH","0.869109","社会时事"
"6039b62b656c0000f90145b5","yyckp0iLj","0.8738299999999999","国际"
"6039b62b656c0000f90145b6","zgnol8plO","0.784458","社会时事"
"6039b62b656c0000f90145b7","znhUaxfa5","0.801581","娱乐"
"6039b62b656c0000f90145b8","C0lgob3x8","0.834938","母婴育儿"
"6039b62b656c0000f90145b9","zngyXvnF4","0.820378","娱乐"
"6039b62b656c0000f90145ba","CiFHTDfnN","0.818418","社会时事"
"6039b62b656c0000f90145bb","A5PPft8GI","0.811952","社会时事"
"6039b62b656c0000f90145bc","AeaJSvL16","0.764417","社会时事"
"6039b62b656c0000f90145bd","CjFTqF83f","0.837968","社会时事"
"6039b62b656c0000f90145be","CvKVC0NMF","0.8409700000000001","国际"
"6039b62b656c0000f90145bf","zlJlTh07Q","0.845578","社会时事"
"6039b62b656c0000f90145c0","CgVDA4W36","0.880668","母婴育儿"
"6039b62b656c0000f90145c1","Cl1CIjKhm","0.74497","教育"
"6039b62b656c0000f90145c2","CceYjoFLP","0.854749","社会时事"
"6039b62b656c0000f90145c3","EzBNm9kdJ","0.892523","社会时事"
"6039b62b656c0000f90145c4","CdXh54KKw","0.885877","社会时事"
"6039b62b656c0000f90145c5","CvLMiF5He","0.831468","社会时事"
"6039b62b656c0000f90145c6","ylihuuA1K","0.865491","军事"
"6039b62b656c0000f90145c7","zoBr1uhd1","0.820378","娱乐"
"6039b62b656c0000f90145c8","CvKitrMJa","0.8243290000000001","娱乐"
"6039b62b656c0000f90145c9","GmiXlizNU","0.8960549999999999","社会时事"
"6039b62b656c0000f90145ca","zt3L7oFnQ","0.8630479999999999","社会时事"
"6039b62b656c0000f90145cb","CjNqmgRd6","0.809217","社会时事"
"6039b62b656c0000f90145cc","D1fKihAO2","0.819459","社会时事"
"6039b62b656c0000f90145cd","F3wgpgY0w","0.902191","常识"
"6039b62b656c0000f90145ce","yCqhDw4Yf","0.823673","社会时事"
"6039b62b656c0000f90145cf","z25hQD48z","0.8388040000000001","社会时事"
"6039b62b656c0000f90145d0","Ibtb8mnmw","0.817055","社会时事"
"6039b62b656c0000f90145d1","zBZSgkdVD","0.825428","社会时事"
"6039b62b656c0000f90145d2","BlMyVCSbB","0.8963530000000001","社会时事"
"6039b62b656c0000f90145d3","B78z2lPyv","0.761818","社会时事"
"6039b62b656c0000f90145d4","CorJscZvZ","0.7812020000000001","社会时事"
"6039b62b656c0000f90145d5","Gmv0Qh3cy","0.8718020000000001","社会时事"
"6039b62b656c0000f90145d6","J5g7kyxnb","0.8733049999999999","国际"
"6039b62b656c0000f90145d7","CioLBtC7m","0.829242","母婴育儿"
"6039b62b656c0000f90145d8","CnoLJ44hV","0.8455590000000001","社会时事"
"6039b62b656c0000f90145d9","CosoWembJ","0.843199","社会时事"
"6039b62b656c0000f90145da","Fck0Ampyn","0.885431","社会时事"
"6039b62b656c0000f90145db","zg7wLfS8Z","0.804667","社会时事"
"6039b62b656c0000f90145dc","B7gtlFrog","0.735693","社会时事"
"6039b62b656c0000f90145dd","Ca5yVfOo1","0.826799","社会时事"
"6039b62b656c0000f90145de","zcS6vlsje","0.82568","常识"
"6039b62b656c0000f90145df","CimWhywzl","0.8198770000000001","母婴育儿"
"6039b62b656c0000f90145e0","A7rT4uuxn","0.868419","社会时事"
"6039b62b656c0000f90145e1","Dcx6zD9Xo","0.822866","社会时事"
"6039b62b656c0000f90145e2","GFFOMieyl","0.905","科技"
"6039b62b656c0000f90145e3","yCrNZEYnz","0.832058","社会时事"
"6039b62b656c0000f90145e4","CiqShf6H0","0.8261290000000001","母婴育儿"
"6039b62b656c0000f90145e5","DBRZT4XiR","0.822408","社会时事"
"6039b62b656c0000f90145e6","Fj92ah63f","0.9412809999999999","社会时事"
"6039b62b656c0000f90145e7","AolM97cns","0.872123","社会时事"
"6039b62b656c0000f90145e8","A6GFYdriY","0.8017489999999999","常识"
"6039b62b656c0000f90145e9","Jkyl4dfvH","0.81834","教育"
"6039b62b656c0000f90145ea","C3Zrw7u1X","0.875741","社会时事"
"6039b62b656c0000f90145eb","zkWBXzIaz","0.9369430000000001","娱乐"
"6039b62b656c0000f90145ec","CdWo1uYsD","0.853826","社会时事"
"6039b62b656c0000f90145ed","C9iGplUpc","0.8232719999999999","常识"
"6039b62b656c0000f90145ee","zCDHA4buS","0.905597","社会时事"
"6039b62b656c0000f90145ef","zqTDnlDDn","0.815296","社会时事"
"6039b62b656c0000f90145f0","Ce1Luf0im","0.84891","社会时事"
"6039b62b656c0000f90145f1","Fk34PDana","0.874605","社会时事"
"6039b62b656c0000f90145f2","G51tSweS8","0.8960959999999999","社会时事"
"6039b62b656c0000f90145f3","F5QqtmgR8","0.8473040000000001","社会时事"
"6039b62b656c0000f90145f4","Bu8hDaGkn","0.904474","社会时事"
"6039b62b656c0000f90145f5","ziH3wwg8y","0.792205","科技"
"6039b62b656c0000f90145f6","BCaYC2ljv","0.876188","社会时事"
"6039b62b656c0000f90145f7","DxfU2t5Zp","0.835975","社会时事"
"6039b62b656c0000f90145f8","znoMZhR7N","0.854974","社会时事"
"6039b62b656c0000f90145f9","G8gG5AhJg","0.8238409999999999","社会时事"
"6039b62b656c0000f90145fa","DvGHtEoU9","0.867182","母婴育儿"
"6039b62b656c0000f90145fb","A5ITTw5rj","0.871892","社会时事"
"6039b62b656c0000f90145fc","zt2AytjEi","0.8630129999999999","社会时事"
"6039b62b656c0000f90145fd","J6MXazRmW","0.847668","科技"
"6039b62b656c0000f90145fe","ziG5IpDKr","0.905","科技"
"6039b62b656c0000f90145ff","DvrzYAJxp","0.734913","社会时事"
"6039b62b656c0000f9014600","ztk1c3jPF","0.8210850000000001","社会时事"
"6039b62b656c0000f9014601","Cz2ep1SCU","0.9279","国际"
"6039b62b656c0000f9014602","F2aGF9CRr","0.837051","社会时事"
"6039b62b656c0000f9014603","BFbiPzWDr","0.829463","社会时事"
"6039b62b656c0000f9014604","EgWlIl3to","0.788271","教育"
"6039b62b656c0000f9014605","FkYP2nl0F","0.820235","社会时事"
"6039b62b656c0000f9014606","D15KodW5E","0.843382","娱乐"
"6039b62b656c0000f9014607","F0YVAyFcK","0.853008","娱乐"
"6039b62b656c0000f9014608","yBx3Tv2SL","0.8598870000000001","国际"
"6039b62b656c0000f9014609","zn5fH76Re","0.8525440000000001","科技"
"6039b62b656c0000f901460a","EgIrxdQxY","0.831994","社会时事"
"6039b62b656c0000f901460b","C6zPYEMrh","0.8398959999999999","社会时事"
"6039b62b656c0000f901460c","Cbk9uFj70","0.907758","母婴育儿"
"6039b62b656c0000f901460d","Hks6usPBg","0.833923","国际"
"6039b62b656c0000f901460e","F9KOO8qiU","0.8541","社会时事"
"6039b62b656c0000f901460f","Cced1wH9Q","0.889785","社会时事"
"6039b62b656c0000f9014610","F4tQ6f5Lh","0.8259350000000001","社会时事"
"6039b62b656c0000f9014611","D17PimIvj","0.5","社会时事"
"6039b62b656c0000f9014612","F4jDvBh3O","0.846751","常识"
"6039b62b656c0000f9014613","AqWNsgosf","0.8808159999999999","常识"
"6039b62b656c0000f9014614","zt9ZndTuH","0.8823270000000001","社会时事"
"6039b62b656c0000f9014615","Cl2cieiU3","0.72953","教育"
"6039b62b656c0000f9014616","A3X8phwUQ","0.7954600000000001","国际"
"6039b62b656c0000f9014617","BF3RJCBPI","0.8046260000000001","社会时事"
"6039b62b656c0000f9014618","zndvFtUUZ","0.7720239999999999","娱乐"
"6039b62b656c0000f9014619","zqTEbC1MO","0.816662","历史文化"
"6039b62b656c0000f901461a","CtCXpFNxq","0.830398","社会时事"
"6039b62b656c0000f901461b","z7DZjBeCd","0.815435","社会时事"
"6039b62b656c0000f901461c","BiYyUvmse","0.818637","娱乐"
"6039b62b656c0000f901461d","DqPn5yjnH","0.8303729999999999","社会时事"
"6039b62b656c0000f901461e","A3uGNqqWa","0.755985","社会时事"
"6039b62b656c0000f901461f","B5X5mFPvJ","0.8485389999999999","社会时事"
"6039b62b656c0000f9014620","CpOjd2NWp","0.8676799999999999","社会时事"
"6039b62b656c0000f9014621","ECVufu4Q5","0.8388969999999999","社会时事"
"6039b62b656c0000f9014622","zsnKxm2yJ","0.785804","国际"
"6039b62b656c0000f9014623","Cwdoeh6wn","0.7664350000000001","社会时事"
"6039b62b656c0000f9014624","F1TZWzpUp","0.8321059999999999","社会时事"
"6039b62b656c0000f9014625","yArbt4zJh","0.8529760000000001","社会时事"
